number_of_vehicles,number_of_casualties,hour,day_of_week,month,is_weekend,season,cloud_cover,sunshine,global_radiation,max_temp,mean_temp,min_temp,precipitation,pressure,snow,hour_peak,precipitation_peak_interaction,low_visibility_proxy,actual_class_index,predicted_class_index,actual_class_label,predicted_class_label
2,2,8,5,8,1,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,1,0,Serious,Slight
1,1,11,1,4,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
1,1,11,3,8,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
2,2,9,2,1,0,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
1,1,22,4,5,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
1,1,8,4,5,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
1,1,1,3,3,0,1,2.0,5.4,147.0,11.0,7.7,4.5,1.2,100930.0,0,0,0.0,0,2,0,Fatal,Slight
2,1,11,6,11,1,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
1,4,21,6,4,1,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
2,1,18,4,10,0,3,3.0,4.9,111.0,14.2,10.7,7.2,0.0,102480.0,0,1,0.0,0,2,1,Fatal,Serious
1,1,13,6,5,1,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
1,2,15,5,5,1,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
2,2,18,2,8,0,2,3.0,10.1,267.0,35.5,28.6,21.7,0.4,101290.0,0,1,0.4,0,1,2,Serious,Fatal
1,1,0,4,9,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,0,1,Slight,Serious
1,1,7,0,10,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
1,1,8,6,1,1,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,0,Fatal,Slight
1,1,8,3,6,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
1,1,8,3,5,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
2,2,14,6,10,1,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
2,1,18,2,9,0,3,5.0,3.5,150.0,22.4,18.4,14.4,0.0,102350.0,0,1,0.0,0,1,2,Serious,Fatal
2,1,23,0,11,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,0,Serious,Slight
2,1,5,3,3,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,0,Serious,Slight
1,1,19,1,11,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,0,Serious,Slight
1,1,16,0,6,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,1,0,Serious,Slight
1,1,17,5,4,1,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
1,1,17,2,9,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
2,1,17,6,9,1,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
3,4,18,5,12,1,0,5.0,2.1,38.0,10.0,4.9,-0.1,12.0,101960.0,0,1,12.0,0,1,2,Serious,Fatal
2,1,16,6,6,1,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,0,Fatal,Slight
2,2,13,2,12,0,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,2,Serious,Fatal
2,1,21,0,12,0,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,2,Serious,Fatal
3,2,13,4,2,0,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,2,Serious,Fatal
1,1,17,4,11,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,1,0,Serious,Slight
1,1,0,1,5,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
1,1,13,1,3,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
1,1,16,4,10,0,3,3.0,4.9,111.0,14.2,10.7,7.2,0.0,102480.0,0,1,0.0,0,1,2,Serious,Fatal
1,1,20,2,4,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,0,Serious,Slight
1,2,16,5,7,1,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,1,2,Serious,Fatal
3,3,16,2,3,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
2,1,19,0,3,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
2,1,0,3,10,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
1,1,23,4,2,0,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,2,Serious,Fatal
2,1,2,6,9,1,3,6.0,8.1,201.0,20.6,15.3,10.1,0.0,102080.0,0,0,0.0,0,2,1,Fatal,Serious
2,2,16,3,7,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,1,2,Serious,Fatal
1,1,17,3,7,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
1,1,18,2,6,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,0,Fatal,Slight
1,1,13,0,5,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
1,1,13,2,1,0,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
2,1,19,2,5,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,2,Serious,Fatal
3,2,17,0,11,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,1,2,Serious,Fatal
2,3,15,1,1,0,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
3,1,7,3,12,0,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,0,Fatal,Slight
3,1,11,6,4,1,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,2,Serious,Fatal
2,2,20,6,10,1,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
2,1,16,6,5,1,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
1,1,19,5,12,1,0,3.0,0.5,15.0,12.5,11.2,9.9,9.0,100450.0,0,0,0.0,0,1,2,Serious,Fatal
2,1,10,5,5,1,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
2,1,17,4,1,0,0,8.0,0.0,10.0,7.1,6.5,6.0,0.0,102380.0,0,1,0.0,1,2,1,Fatal,Serious
1,1,18,6,6,1,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
2,1,16,0,3,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,1,2,Serious,Fatal
2,1,0,3,10,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
1,1,17,1,12,0,0,8.0,0.0,16.0,11.7,11.7,11.7,0.6,100970.0,0,1,0.6,1,2,1,Fatal,Serious
2,1,12,2,9,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
2,1,22,2,9,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,2,Serious,Fatal
2,1,14,0,6,0,2,5.0,7.2,283.0,21.7,16.9,12.2,0.0,100980.0,0,0,0.0,0,2,1,Fatal,Serious
2,1,23,3,5,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
2,1,10,1,8,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
2,1,10,5,12,1,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,2,Serious,Fatal
2,2,13,4,4,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
2,1,15,2,6,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,2,Serious,Fatal
1,1,15,3,1,0,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
3,1,17,2,2,0,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,1,2,Serious,Fatal
1,1,13,6,7,1,2,6.0,0.7,129.0,23.7,18.1,12.6,2.4,100980.0,0,0,0.0,0,2,1,Fatal,Serious
1,2,12,5,11,1,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,2,Serious,Fatal
3,1,14,0,7,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,2,Serious,Fatal
1,1,10,3,6,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
3,1,16,0,7,0,2,4.0,9.7,342.0,20.2,15.8,11.5,0.0,101840.0,0,1,0.0,0,1,2,Serious,Fatal
1,1,14,6,3,1,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
2,1,13,3,7,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,2,Serious,Fatal
2,1,19,0,10,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
1,1,14,4,12,0,0,8.0,4.4,38.0,11.6,10.3,9.0,1.8,101130.0,0,0,0.0,0,1,2,Serious,Fatal
2,1,21,4,1,0,0,7.0,0.0,23.0,12.9,10.7,8.6,1.0,100640.0,0,0,0.0,1,1,2,Serious,Fatal
2,1,16,0,9,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,1,2,Serious,Fatal
2,3,17,2,5,0,1,0.0,2.4,356.0,15.1,11.8,8.9,0.2,102510.0,0,1,0.0,0,1,2,Serious,Fatal
1,1,14,0,11,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
2,1,16,4,2,0,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,1,2,Serious,Fatal
1,1,22,6,10,1,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
2,2,12,3,2,0,0,4.0,6.1,91.0,10.5,8.0,5.6,1.0,99860.0,0,0,0.0,0,2,1,Fatal,Serious
1,1,21,1,4,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,2,Serious,Fatal
2,1,23,5,12,1,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
2,2,15,2,10,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
2,1,8,3,7,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,1,2,Serious,Fatal
2,1,10,6,10,1,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
2,1,8,4,5,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,1,2,Serious,Fatal
1,1,15,5,3,1,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
1,1,21,4,11,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
1,1,22,5,11,1,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
4,4,15,4,5,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,2,Serious,Fatal
1,1,14,1,8,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,0,Serious,Slight
1,1,18,0,4,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
2,1,15,6,3,1,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
1,1,20,5,2,1,0,7.0,0.0,67.0,14.4,11.7,9.1,0.4,101830.0,0,0,0.0,1,1,0,Serious,Slight
3,3,18,4,8,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
2,1,12,6,6,1,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
2,1,8,2,12,0,0,7.0,1.3,33.0,6.6,4.5,2.4,0.0,100630.0,0,1,0.0,0,1,2,Serious,Fatal
1,1,8,4,3,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
1,1,16,4,11,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
2,1,13,3,12,0,0,2.0,1.3,32.0,6.1,6.1,6.1,0.0,101830.0,0,0,0.0,0,2,1,Fatal,Serious
2,1,9,4,5,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,1,2,Serious,Fatal
2,2,21,2,8,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
2,2,10,2,5,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,0,Serious,Slight
2,2,16,1,9,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,0,Fatal,Slight
1,1,22,3,4,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
1,1,11,4,7,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
2,2,14,2,3,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
2,1,6,0,9,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,2,Serious,Fatal
3,3,22,4,5,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,2,Serious,Fatal
1,1,10,6,5,1,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
1,1,17,0,12,0,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
1,1,1,6,12,1,0,8.0,0.0,27.0,11.1,5.8,0.5,6.0,100340.0,0,0,0.0,1,2,0,Fatal,Slight
2,1,10,3,4,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,2,Serious,Fatal
3,1,17,4,2,0,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,1,2,Serious,Fatal
1,1,8,1,7,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,0,Fatal,Slight
1,2,9,4,2,0,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
2,1,14,4,9,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
1,1,16,5,10,1,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,1,0,Serious,Slight
2,1,12,6,9,1,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
2,2,10,2,3,0,1,8.0,2.7,92.0,8.4,4.2,0.0,6.0,100840.0,0,0,0.0,0,1,2,Serious,Fatal
2,1,17,3,7,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
2,1,14,4,9,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
1,1,10,1,12,0,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
1,1,12,4,6,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
3,1,20,4,9,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
2,1,19,3,8,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
3,2,14,3,10,0,3,6.0,0.9,74.0,16.4,13.7,11.0,4.0,99820.0,0,0,0.0,0,1,2,Serious,Fatal
2,1,21,3,12,0,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
1,1,19,1,6,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,0,Serious,Slight
1,2,21,5,10,1,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
3,2,11,4,5,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
2,2,12,4,5,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,2,Serious,Fatal
2,1,7,1,11,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,1,2,Serious,Fatal
1,1,18,4,5,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
2,1,11,6,7,1,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
1,1,16,6,8,1,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
1,1,8,0,1,0,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
1,1,15,1,9,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,0,Serious,Slight
1,2,22,5,8,1,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
2,2,16,5,12,1,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
1,1,16,3,1,0,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
2,1,13,4,1,0,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,2,Serious,Fatal
2,3,9,4,5,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
1,2,20,5,1,1,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
3,5,1,6,4,1,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
2,1,16,0,5,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,1,2,Serious,Fatal
2,1,11,6,10,1,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,2,Serious,Fatal
2,1,17,1,12,0,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,1,2,Serious,Fatal
1,1,23,2,12,0,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
2,1,0,0,8,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
2,2,12,5,8,1,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
1,1,15,0,3,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,0,Serious,Slight
2,1,16,5,9,1,3,3.0,3.4,153.0,20.1,14.8,9.6,0.0,102100.0,0,1,0.0,0,2,1,Fatal,Serious
1,1,8,0,9,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,1,2,Serious,Fatal
1,1,11,4,7,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
2,1,10,0,5,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
1,1,17,0,11,0,3,7.0,2.8,45.0,10.5,6.3,2.1,0.0,102740.0,0,1,0.0,0,2,0,Fatal,Slight
2,2,9,0,1,0,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,0,Fatal,Slight
2,1,7,3,11,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,1,2,Serious,Fatal
2,1,8,5,7,1,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,0,Fatal,Slight
2,1,16,4,7,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,1,2,Serious,Fatal
3,1,7,2,9,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,1,2,Serious,Fatal
1,1,17,3,9,0,3,1.0,7.5,179.0,22.6,17.7,12.9,0.0,102830.0,0,1,0.0,0,1,2,Serious,Fatal
4,2,10,0,6,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,2,Serious,Fatal
2,1,19,3,2,0,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,2,Serious,Fatal
2,7,17,1,4,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,1,2,Serious,Fatal
2,1,10,0,2,0,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,0,2,Slight,Fatal
1,1,8,3,5,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
1,1,14,2,10,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
3,1,15,4,10,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
2,1,1,6,11,1,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,2,Serious,Fatal
1,1,17,0,9,0,3,0.0,12.8,231.0,29.6,20.5,11.4,0.0,102170.0,0,1,0.0,0,2,1,Fatal,Serious
2,1,12,3,9,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
3,1,11,0,5,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
1,1,16,2,2,0,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
2,1,18,6,4,1,1,6.0,10.4,248.0,24.9,17.2,9.6,0.0,101490.0,0,1,0.0,0,2,1,Fatal,Serious
1,1,18,1,9,0,3,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
1,1,13,1,8,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
1,1,1,3,1,0,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
2,1,18,6,5,1,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,1,0,Serious,Slight
2,1,19,0,5,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,0,Serious,Slight
2,1,12,2,1,0,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,2,Serious,Fatal
2,1,21,0,8,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
2,1,2,5,1,1,0,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
1,1,12,3,3,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,1,0,Serious,Slight
2,1,17,3,1,0,0,8.0,0.0,17.0,8.1,7.6,7.1,0.0,103250.0,0,1,0.0,1,2,1,Fatal,Serious
2,1,6,0,5,0,1,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,1,Fatal,Serious
1,1,14,2,7,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,0,0.0,0,2,0,Fatal,Slight
2,1,7,4,8,0,2,5.0,3.3,99.0,15.1,11.8,8.9,0.2,101540.0,0,1,0.0,0,2,1,Fatal,Serious
2,1,15,6,12,1,0,8.0,0.0,27.0,11.1,5.8,0.5,6.0,100340.0,0,0,0.0,1,2,1,Fatal,Serious
